lead_id,name,signup_date,source,email_opens_30d,email_clicks_30d,site_visits_30d,pricing_page_visits_30d,cart_abandons_90d,wishlist_items,past_purchases,lifetime_value,days_since_last_activity,_true_persona
HC-0756,Casey Mbeki,2026-02-01,Paid Social,13,8,10,3,3,6,0,0.0,6,Engaged Prospect
HC-0757,Alex Reyes,2024-01-11,Email Referral,17,6,12,6,0,6,12,5824.93,12,Whale Collector
HC-0758,Casey Fuentes,2026-04-09,Influencer,12,4,12,2,1,1,0,0.0,1,Engaged Prospect
HC-0759,Skyler Tanaka,2026-06-10,Influencer,12,5,14,5,2,2,0,0.0,9,Engaged Prospect
HC-0760,Victor Reyes,2024-11-21,Email Referral,4,1,0,1,0,0,0,0.0,25,Window Shopper
HC-0761,Ingrid Petrov,2024-10-21,Organic Search,8,2,2,0,0,0,0,0.0,20,Window Shopper
HC-0762,Zara Rossi,2025-11-28,Paid Social,3,0,4,1,0,0,0,0.0,44,Window Shopper
HC-0763,Alex Kim,2026-01-14,Influencer,10,9,8,2,1,5,0,0.0,5,Engaged Prospect
HC-0764,Avery Nguyen,2022-12-28,Paid Social,10,7,19,3,1,11,12,5723.39,16,Whale Collector
HC-0765,Skyler Kim,2025-04-04,Paid Social,5,1,2,0,0,0,0,0.0,21,Window Shopper
HC-0766,Alex Kowalski,2023-11-28,Convention Booth,1,0,0,0,0,0,3,978.5,102,Lapsed Buyer
HC-0767,Sofia Tanaka,2026-05-31,Email Referral,7,5,8,5,0,5,0,0.0,8,Engaged Prospect
HC-0768,Alex Fuentes,2025-03-21,Influencer,8,0,6,0,0,0,0,0.0,39,Window Shopper
HC-0769,Taylor Haddad,2025-04-25,Email Referral,2,0,0,0,0,3,1,353.67,307,Lapsed Buyer
HC-0770,Jordan Torres,2026-02-21,Direct,4,0,3,0,0,0,0,0.0,7,Window Shopper
HC-0771,Elena Rossi,2026-07-07,Organic Search,3,0,3,0,0,2,0,0.0,11,New Signup
HC-0772,Amara Haddad,2026-07-14,Organic Search,4,0,0,0,0,2,0,0.0,0,New Signup
HC-0773,Quinn Rossi,2026-04-13,Convention Booth,13,2,0,0,0,0,0,0.0,24,Window Shopper
HC-0774,Hayden Mbeki,2025-07-30,Email Referral,0,0,0,0,0,3,3,1400.3,186,Lapsed Buyer
HC-0775,Alex Novak,2026-03-01,Paid Social,10,8,9,5,1,4,0,0.0,7,Engaged Prospect
HC-0776,Omar Tanaka,2026-04-21,Organic Search,12,3,4,4,3,5,0,0.0,8,Engaged Prospect
HC-0777,Skyler Tanaka,2026-03-10,Paid Social,4,0,5,0,0,1,0,0.0,34,Window Shopper
HC-0778,Sofia Rossi,2024-11-28,Email Referral,1,0,0,0,0,2,2,831.41,240,Lapsed Buyer
HC-0779,Omar Fuentes,2026-07-10,Convention Booth,4,1,1,2,0,1,0,0.0,2,New Signup
HC-0780,Ingrid Anders,2026-05-16,Organic Search,12,7,13,1,1,3,0,0.0,4,Engaged Prospect
HC-0781,Sam Meyer,2023-08-10,Organic Search,0,0,0,0,0,0,1,445.8,212,Lapsed Buyer
HC-0782,Naomi Osei,2025-11-18,Paid Social,8,0,0,0,0,1,0,0.0,33,Window Shopper
HC-0783,Naomi Osei,2026-03-10,Email Referral,15,4,6,2,3,3,0,0.0,3,Engaged Prospect
HC-0784,Marcus Silva,2026-07-22,Organic Search,4,1,5,0,1,0,0,0.0,6,New Signup
HC-0785,Reese Torres,2023-07-21,Paid Social,0,0,0,0,0,1,1,283.42,101,Lapsed Buyer
HC-0786,Naomi Novak,2024-04-29,Paid Social,1,0,0,0,0,7,6,1886.27,109,At-Risk VIP
HC-0787,Hayden Torres,2026-07-05,Organic Search,4,0,5,1,0,1,0,0.0,9,New Signup
HC-0788,Casey Kowalski,2023-01-17,Paid Social,0,1,1,0,0,7,10,5820.8,98,At-Risk VIP
HC-0789,Reese Tanaka,2023-07-18,Organic Search,3,0,0,0,0,7,6,3309.43,95,At-Risk VIP
HC-0790,Emerson Osei,2026-02-06,Organic Search,4,2,3,0,0,0,0,0.0,26,Window Shopper
HC-0791,Zara Rossi,2026-07-24,Organic Search,3,1,5,1,0,1,1,341.75,6,New Signup
HC-0792,Priya Silva,2023-05-10,Email Referral,13,7,13,1,1,11,14,8844.47,20,Whale Collector
HC-0793,Taylor Anders,2026-07-06,Organic Search,2,1,1,1,0,0,1,454.24,10,New Signup
HC-0794,Quinn Larsen,2025-02-19,Direct,0,0,0,0,0,4,1,282.09,248,Lapsed Buyer
HC-0795,Diego Osei,2023-03-17,Paid Social,23,1,6,6,1,5,7,3717.89,10,Whale Collector
HC-0796,Jordan Osei,2025-05-10,Direct,10,1,3,1,0,3,0,0.0,24,Window Shopper
HC-0797,Naomi Torres,2025-07-25,Direct,4,1,1,0,0,0,0,0.0,32,Window Shopper
HC-0798,Victor Reyes,2025-08-25,Paid Social,4,1,4,0,0,0,0,0.0,27,Window Shopper
HC-0799,Sam Okafor,2024-02-09,Paid Social,1,0,0,0,0,4,3,986.64,103,Lapsed Buyer
HC-0800,Lucia Petrov,2024-10-01,Email Referral,0,0,1,0,0,1,1,475.41,271,Lapsed Buyer
HC-0801,Omar Kowalski,2026-07-03,Influencer,4,1,1,0,0,1,0,0.0,9,New Signup
HC-0802,Kenji Silva,2026-02-03,Organic Search,9,3,8,4,2,2,0,0.0,0,Engaged Prospect
HC-0803,Skyler Rossi,2026-07-28,Organic Search,1,1,1,1,0,0,1,299.79,12,New Signup
HC-0804,Devon Rossi,2025-06-29,Email Referral,6,1,1,1,0,2,0,0.0,24,Window Shopper
HC-0805,Sofia Lindqvist,2026-07-13,Influencer,8,1,5,0,0,3,0,0.0,12,New Signup
HC-0806,Reese Chen,2026-07-22,Paid Social,3,1,1,3,0,1,0,0.0,8,New Signup
HC-0807,Omar Tanaka,2026-07-09,Paid Social,2,1,2,0,0,0,0,0.0,12,New Signup
HC-0808,Skyler Tanaka,2026-04-08,Paid Social,10,2,10,1,2,4,0,0.0,3,Engaged Prospect
HC-0809,Andre Barros,2026-02-06,Email Referral,3,0,7,0,0,0,0,0.0,25,Window Shopper
HC-0810,Amara Rossi,2026-07-03,Organic Search,9,0,2,0,0,0,0,0.0,11,New Signup
HC-0811,Skyler Kim,2026-07-10,Convention Booth,1,0,4,0,0,2,0,0.0,4,New Signup
HC-0812,Diego Rossi,2025-08-05,Organic Search,8,1,2,1,0,0,0,0.0,30,Window Shopper
HC-0813,Jordan Haddad,2026-07-15,Email Referral,4,3,1,1,1,0,1,386.97,2,New Signup
HC-0814,Felix Novak,2024-12-18,Convention Booth,5,0,2,0,0,1,0,0.0,18,Window Shopper
HC-0815,Andre Okafor,2025-06-29,Direct,0,0,2,0,0,2,0,0.0,38,Window Shopper
HC-0816,Kenji Barros,2023-09-07,Email Referral,0,0,1,0,0,2,3,1340.07,300,Lapsed Buyer
HC-0817,Alex Petrov,2025-01-23,Paid Social,4,0,3,0,0,1,0,0.0,28,Window Shopper
HC-0818,Ingrid Fuentes,2024-11-18,Influencer,9,1,4,1,0,1,0,0.0,41,Window Shopper
HC-0819,Rowan Ito,2024-10-09,Direct,6,1,5,0,0,0,0,0.0,33,Window Shopper
HC-0820,Ingrid Fuentes,2026-02-14,Paid Social,4,2,4,1,0,1,0,0.0,39,Window Shopper
HC-0821,Diego Osei,2026-06-18,Organic Search,14,1,10,1,2,4,0,0.0,8,Engaged Prospect
HC-0822,Avery Mbeki,2023-02-13,Organic Search,15,8,11,4,0,10,17,7935.14,4,Whale Collector
HC-0823,Riley Lindqvist,2023-05-18,Convention Booth,2,0,0,0,0,3,3,912.81,164,Lapsed Buyer
HC-0824,Naomi Lindqvist,2025-04-11,Organic Search,10,4,0,0,0,1,0,0.0,18,Window Shopper
HC-0825,Kenji Osei,2024-07-20,Paid Social,0,0,0,0,0,1,1,309.12,100,Lapsed Buyer
HC-0826,Devon Okafor,2026-07-24,Paid Social,0,0,4,1,0,0,0,0.0,5,New Signup
HC-0827,Rowan Barros,2026-02-12,Convention Booth,6,1,9,4,0,3,0,0.0,3,Engaged Prospect
HC-0828,Hayden Haddad,2026-06-29,Paid Social,10,4,7,1,3,2,0,0.0,9,Engaged Prospect
HC-0829,Quinn Haddad,2026-02-11,Organic Search,5,5,8,4,0,2,0,0.0,0,Engaged Prospect
HC-0830,Lucia Okafor,2026-05-18,Influencer,6,0,3,0,0,1,0,0.0,28,Window Shopper
HC-0831,Casey Fuentes,2025-01-30,Paid Social,0,0,0,0,0,1,2,692.77,298,Lapsed Buyer
HC-0832,Priya Lindqvist,2025-09-10,Influencer,9,0,3,0,0,0,0,0.0,42,Window Shopper
HC-0833,Reese Silva,2025-07-07,Influencer,8,1,4,0,0,3,0,0.0,5,Window Shopper
HC-0834,Sam Ito,2023-07-21,Influencer,1,0,0,0,0,2,3,1114.69,294,Lapsed Buyer
HC-0835,Morgan Novak,2026-02-01,Direct,8,4,3,4,1,3,0,0.0,2,Engaged Prospect
HC-0836,Avery Torres,2024-06-10,Organic Search,3,1,0,0,0,5,10,6333.54,94,At-Risk VIP
HC-0837,Elena Kim,2025-04-07,Organic Search,2,0,1,0,0,0,3,860.16,333,Lapsed Buyer
HC-0838,Priya Kowalski,2023-04-30,Influencer,0,0,0,0,0,1,2,949.49,130,Lapsed Buyer
HC-0839,Sam Tanaka,2025-11-15,Email Referral,1,0,5,0,0,0,0,0.0,37,Window Shopper
HC-0840,Alex Tanaka,2024-10-12,Organic Search,1,0,0,0,0,1,3,743.79,326,Lapsed Buyer
HC-0841,Reese Torres,2024-12-28,Email Referral,15,4,5,6,1,8,11,3608.11,13,Whale Collector
HC-0842,Taylor Okafor,2025-12-02,Influencer,3,2,0,0,0,0,0,0.0,26,Window Shopper
HC-0843,Kenji Kowalski,2026-02-27,Influencer,7,1,7,1,0,1,0,0.0,15,Window Shopper
HC-0844,Zara Ito,2026-02-06,Organic Search,9,4,5,2,0,6,0,0.0,0,Engaged Prospect
HC-0845,Riley Kim,2026-06-10,Paid Social,6,0,2,0,0,1,0,0.0,25,Window Shopper
HC-0846,Amara Silva,2025-04-11,Direct,2,0,0,0,0,0,1,384.43,107,Lapsed Buyer
HC-0847,Zara Chen,2025-10-11,Organic Search,8,2,3,0,0,0,0,0.0,38,Window Shopper
HC-0848,Quinn Meyer,2026-06-15,Influencer,10,4,3,4,2,1,0,0.0,0,Engaged Prospect
HC-0849,Emerson Okafor,2025-01-05,Email Referral,2,0,0,0,0,1,2,834.29,185,Lapsed Buyer
HC-0850,Marcus Osei,2024-01-01,Organic Search,0,0,0,0,0,5,6,2669.22,96,At-Risk VIP
HC-0851,Casey Kim,2026-07-23,Organic Search,5,0,3,0,0,0,0,0.0,7,New Signup
HC-0852,Avery Larsen,2026-04-14,Email Referral,10,7,6,4,1,4,0,0.0,7,Engaged Prospect
HC-0853,Zara Novak,2026-04-27,Organic Search,3,5,8,1,2,3,0,0.0,1,Engaged Prospect
HC-0854,Victor Rossi,2026-01-18,Organic Search,6,4,7,6,3,3,0,0.0,8,Engaged Prospect
HC-0855,Omar Osei,2026-07-15,Organic Search,6,1,0,0,0,1,0,0.0,3,New Signup
HC-0856,Victor Torres,2026-05-18,Email Referral,10,6,8,2,2,3,0,0.0,3,Engaged Prospect
HC-0857,Emerson Kowalski,2024-01-09,Paid Social,0,0,0,0,0,3,2,846.89,345,Lapsed Buyer
HC-0858,Amara Rossi,2026-07-15,Organic Search,0,0,0,0,0,1,0,0.0,7,New Signup
HC-0859,Naomi Kowalski,2026-07-16,Direct,1,0,9,2,0,1,0,0.0,6,New Signup
HC-0860,Elena Okafor,2022-12-24,Paid Social,13,10,3,4,0,4,10,4842.11,18,Whale Collector
HC-0861,Sam Nguyen,2026-03-12,Organic Search,3,1,0,0,0,0,0,0.0,8,Window Shopper
HC-0862,Andre Anders,2023-06-06,Organic Search,2,0,0,0,0,0,3,988.17,249,Lapsed Buyer
HC-0863,Victor Reyes,2023-12-24,Influencer,0,0,0,0,0,0,1,330.24,163,Lapsed Buyer
HC-0864,Riley Okafor,2025-06-03,Convention Booth,10,0,1,1,0,0,0,0.0,28,Window Shopper
HC-0865,Emerson Rossi,2024-12-21,Paid Social,4,0,0,0,0,3,0,0.0,34,Window Shopper
HC-0866,Alex Petrov,2023-03-23,Organic Search,15,4,10,6,3,5,16,9009.58,14,Whale Collector
HC-0867,Lucia Novak,2022-11-14,Convention Booth,18,6,6,0,1,3,20,10595.25,16,Whale Collector
HC-0868,Ingrid Kim,2026-02-22,Paid Social,8,0,2,0,0,1,0,0.0,23,Window Shopper
HC-0869,Kenji Torres,2023-06-17,Direct,2,0,2,0,0,7,10,6336.61,107,At-Risk VIP
HC-0870,Elena Silva,2026-02-14,Email Referral,8,4,9,3,2,4,0,0.0,3,Engaged Prospect
HC-0871,Amara Kim,2025-08-22,Paid Social,7,0,3,0,0,1,0,0.0,25,Window Shopper
HC-0872,Victor Kim,2023-12-14,Organic Search,0,0,0,0,0,3,7,4247.7,50,At-Risk VIP
HC-0873,Emerson Kim,2022-12-03,Paid Social,17,4,15,5,0,6,17,9811.73,6,Whale Collector
HC-0874,Omar Lindqvist,2026-07-19,Paid Social,0,0,0,1,0,2,1,395.58,4,New Signup
HC-0875,Devon Ito,2026-01-14,Organic Search,4,2,5,1,0,0,0,0.0,29,Window Shopper
HC-0876,Emerson Kowalski,2026-02-04,Direct,8,7,9,5,2,5,0,0.0,4,Engaged Prospect
HC-0877,Jordan Reyes,2024-09-26,Paid Social,0,0,0,0,0,0,1,337.46,346,Lapsed Buyer
HC-0878,Casey Kim,2025-04-29,Organic Search,12,8,3,5,0,5,8,4889.38,17,Whale Collector
HC-0879,Casey Mbeki,2026-05-12,Paid Social,7,3,11,8,2,5,0,0.0,6,Engaged Prospect
HC-0880,Devon Anders,2026-07-06,Email Referral,4,0,7,0,0,1,0,0.0,11,New Signup
HC-0881,Devon Reyes,2026-07-22,Organic Search,0,0,4,1,0,0,0,0.0,5,New Signup
HC-0882,Felix Osei,2024-04-03,Paid Social,1,0,1,0,0,3,1,352.99,169,Lapsed Buyer
HC-0883,Omar Reyes,2023-05-15,Influencer,1,0,1,0,0,5,5,2248.26,110,At-Risk VIP
HC-0884,Taylor Kowalski,2025-03-06,Influencer,7,2,2,0,0,0,0,0.0,22,Window Shopper
HC-0885,Reese Chen,2024-05-24,Paid Social,11,11,14,3,1,6,19,9070.46,2,Whale Collector
HC-0886,Andre Rossi,2026-05-04,Paid Social,12,6,9,5,1,1,0,0.0,8,Engaged Prospect
HC-0887,Reese Chen,2025-01-22,Direct,11,4,14,6,0,7,12,6627.95,11,Whale Collector
HC-0888,Andre Silva,2022-10-10,Organic Search,3,0,1,0,0,3,6,1860.08,45,At-Risk VIP
HC-0889,Kenji Torres,2024-02-15,Email Referral,2,0,0,0,0,3,2,868.46,231,Lapsed Buyer
HC-0890,Devon Ito,2024-05-02,Direct,2,0,0,0,0,6,7,4022.82,102,At-Risk VIP
HC-0891,Marcus Nguyen,2026-06-18,Email Referral,7,6,5,1,0,6,0,0.0,5,Engaged Prospect
HC-0892,Avery Fuentes,2026-07-27,Direct,3,1,0,0,0,0,0,0.0,11,New Signup
HC-0893,Victor Lindqvist,2025-06-16,Direct,5,1,3,1,0,0,0,0.0,11,Window Shopper
HC-0894,Morgan Torres,2024-12-25,Paid Social,8,0,0,0,0,0,0,0.0,16,Window Shopper
HC-0895,Diego Novak,2024-06-02,Influencer,2,1,2,0,0,7,9,4026.91,102,At-Risk VIP
HC-0896,Amara Rossi,2026-07-28,Convention Booth,4,2,0,0,0,0,0,0.0,0,New Signup
HC-0897,Skyler Nguyen,2023-10-29,Direct,1,0,0,0,0,0,3,1225.14,219,Lapsed Buyer
HC-0898,Elena Tanaka,2025-02-21,Email Referral,6,1,1,0,0,0,0,0.0,6,Window Shopper
HC-0899,Kenji Kowalski,2025-01-09,Paid Social,0,0,1,0,0,0,2,760.77,136,Lapsed Buyer
HC-0900,Priya Meyer,2023-05-28,Paid Social,1,0,0,0,0,4,11,4805.29,111,At-Risk VIP
HC-0901,Andre Osei,2026-01-22,Paid Social,3,1,9,3,1,4,0,0.0,0,Engaged Prospect
HC-0902,Elena Lindqvist,2026-03-13,Convention Booth,5,2,0,0,0,0,0,0.0,13,Window Shopper
HC-0903,Jordan Larsen,2026-07-18,Email Referral,3,1,5,1,0,2,0,0.0,2,New Signup
HC-0904,Omar Chen,2026-07-05,Influencer,0,1,4,2,1,0,0,0.0,1,New Signup
HC-0905,Avery Lindqvist,2024-12-13,Direct,0,0,0,0,0,0,3,1124.35,323,Lapsed Buyer
HC-0906,Marcus Silva,2024-11-17,Email Referral,6,1,2,0,0,0,0,0.0,37,Window Shopper
HC-0907,Jordan Nguyen,2023-02-01,Convention Booth,16,5,11,3,1,8,15,7369.86,7,Whale Collector
HC-0908,Lucia Haddad,2026-07-17,Influencer,5,2,3,1,1,0,0,0.0,13,New Signup
HC-0909,Diego Mbeki,2023-07-05,Influencer,12,6,13,2,0,4,10,6004.4,5,Whale Collector
HC-0910,Zara Silva,2023-06-01,Email Referral,1,0,0,0,0,7,6,2781.27,67,At-Risk VIP
HC-0911,Quinn Reyes,2024-04-12,Convention Booth,1,0,0,0,0,2,3,908.46,330,Lapsed Buyer
HC-0912,Taylor Lindqvist,2026-07-21,Influencer,1,1,4,0,0,0,1,397.5,1,New Signup
HC-0913,Naomi Osei,2026-07-22,Convention Booth,3,0,3,0,0,0,0,0.0,8,New Signup
HC-0914,Jordan Lindqvist,2025-12-16,Email Referral,0,1,4,0,0,1,0,0.0,34,Window Shopper
HC-0915,Kenji Novak,2026-05-15,Paid Social,8,2,15,2,1,5,0,0.0,0,Engaged Prospect
HC-0916,Priya Mbeki,2023-06-19,Organic Search,14,6,11,3,2,4,10,5488.45,19,Whale Collector
HC-0917,Felix Barros,2026-07-25,Email Referral,0,1,2,0,0,0,0,0.0,2,New Signup
HC-0918,Taylor Haddad,2026-07-13,Direct,2,1,2,0,0,0,0,0.0,6,New Signup
HC-0919,Diego Ito,2026-04-08,Influencer,12,4,6,4,0,0,0,0.0,4,Engaged Prospect
HC-0920,Andre Chen,2026-07-13,Organic Search,2,0,0,0,1,0,0,0.0,4,New Signup
HC-0921,Elena Kim,2025-05-31,Email Referral,6,0,3,0,0,3,0,0.0,36,Window Shopper
HC-0922,Lucia Mbeki,2026-01-24,Influencer,2,2,1,0,0,2,0,0.0,42,Window Shopper
HC-0923,Diego Silva,2025-01-29,Paid Social,6,0,2,0,0,2,0,0.0,28,Window Shopper
HC-0924,Riley Meyer,2024-03-24,Paid Social,13,5,13,3,1,9,17,7496.61,3,Whale Collector
HC-0925,Emerson Petrov,2025-05-18,Paid Social,6,1,3,0,0,0,0,0.0,34,Window Shopper
HC-0926,Andre Lindqvist,2026-04-27,Direct,6,6,11,3,1,2,0,0.0,1,Engaged Prospect
HC-0927,Elena Nguyen,2024-11-29,Influencer,0,0,0,0,0,1,1,369.72,343,Lapsed Buyer
HC-0928,Naomi Chen,2025-06-04,Influencer,7,2,0,1,0,2,0,0.0,34,Window Shopper
HC-0929,Casey Mbeki,2026-07-15,Paid Social,4,2,1,0,0,1,0,0.0,3,New Signup
HC-0930,Ingrid Tanaka,2026-07-27,Convention Booth,2,0,0,1,0,0,0,0.0,5,New Signup
HC-0931,Andre Kim,2025-12-24,Organic Search,4,0,1,0,0,1,0,0.0,4,Window Shopper
HC-0932,Priya Larsen,2026-03-21,Paid Social,6,7,12,2,3,4,0,0.0,6,Engaged Prospect
HC-0933,Taylor Mbeki,2026-07-26,Direct,2,0,5,1,0,0,0,0.0,13,New Signup
HC-0934,Omar Silva,2025-09-24,Organic Search,6,1,0,0,0,0,0,0.0,43,Window Shopper
HC-0935,Marcus Ito,2022-10-11,Organic Search,2,1,0,0,0,4,5,2715.89,108,At-Risk VIP
HC-0936,Riley Kowalski,2025-03-30,Email Referral,20,4,8,5,1,5,9,5659.83,2,Whale Collector
HC-0937,Victor Tanaka,2026-07-28,Convention Booth,4,2,8,1,0,1,0,0.0,4,New Signup
HC-0938,Alex Ito,2025-07-06,Influencer,6,1,2,0,0,0,0,0.0,35,Window Shopper
HC-0939,Quinn Reyes,2024-11-30,Paid Social,7,4,14,2,0,1,10,3148.29,6,Whale Collector
HC-0940,Devon Barros,2025-10-15,Convention Booth,5,1,3,0,0,0,0,0.0,31,Window Shopper
HC-0941,Avery Torres,2026-02-20,Paid Social,6,3,1,0,0,1,0,0.0,26,Window Shopper
HC-0942,Taylor Silva,2026-03-19,Convention Booth,5,1,4,0,0,0,0,0.0,26,Window Shopper
HC-0943,Hayden Osei,2026-07-24,Direct,4,0,2,1,0,1,0,0.0,13,New Signup
HC-0944,Skyler Tanaka,2026-07-19,Influencer,0,0,5,0,0,2,1,279.4,5,New Signup
HC-0945,Quinn Haddad,2023-11-07,Paid Social,3,0,2,0,0,4,11,5270.18,62,At-Risk VIP
HC-0946,Taylor Okafor,2026-05-24,Direct,14,6,9,1,1,1,0,0.0,1,Engaged Prospect
HC-0947,Rowan Mbeki,2025-04-01,Organic Search,3,3,0,0,0,4,0,0.0,35,Window Shopper
HC-0948,Rowan Larsen,2026-07-11,Paid Social,0,1,0,2,0,0,0,0.0,3,New Signup
HC-0949,Felix Tanaka,2024-05-25,Organic Search,0,0,1,0,0,3,1,475.44,112,Lapsed Buyer
HC-0950,Alex Barros,2023-11-03,Influencer,2,0,0,0,0,3,3,1284.56,150,Lapsed Buyer
HC-0951,Elena Okafor,2025-09-13,Convention Booth,1,0,1,0,0,1,0,0.0,7,Window Shopper
HC-0952,Casey Petrov,2026-03-10,Email Referral,10,6,10,3,2,3,0,0.0,3,Engaged Prospect
HC-0953,Alex Silva,2026-07-28,Convention Booth,1,0,3,0,0,0,0,0.0,1,New Signup
HC-0954,Taylor Fuentes,2024-02-27,Convention Booth,6,5,4,1,2,8,12,7633.82,14,Whale Collector
HC-0955,Amara Rossi,2025-05-08,Influencer,1,0,0,0,0,4,2,483.45,159,Lapsed Buyer
HC-0956,Taylor Tanaka,2026-06-11,Email Referral,13,3,11,2,1,3,0,0.0,6,Engaged Prospect
HC-0957,Andre Novak,2025-04-04,Influencer,8,0,2,0,0,0,0,0.0,33,Window Shopper
HC-0958,Morgan Petrov,2026-07-10,Organic Search,6,1,4,2,0,1,1,326.15,12,New Signup
HC-0959,Kenji Novak,2024-10-27,Organic Search,10,1,1,0,0,0,0,0.0,42,Window Shopper
HC-0960,Skyler Meyer,2024-01-04,Organic Search,7,6,7,5,2,7,9,2970.33,14,Whale Collector
HC-0961,Sofia Torres,2025-07-27,Organic Search,11,2,1,0,0,0,0,0.0,15,Window Shopper
HC-0962,Riley Kowalski,2025-05-28,Organic Search,1,0,0,0,0,1,1,410.17,350,Lapsed Buyer
HC-0963,Emerson Kim,2025-06-04,Influencer,16,8,15,4,1,2,7,3900.89,15,Whale Collector
HC-0964,Reese Anders,2026-03-16,Email Referral,17,1,9,5,2,6,0,0.0,2,Engaged Prospect
HC-0965,Marcus Barros,2024-04-11,Direct,21,6,13,5,1,7,13,6502.89,2,Whale Collector
HC-0966,Riley Petrov,2026-03-16,Paid Social,7,0,0,0,0,1,0,0.0,14,Window Shopper
HC-0967,Avery Novak,2025-08-08,Email Referral,12,0,6,0,0,1,0,0.0,43,Window Shopper
HC-0968,Felix Torres,2026-02-28,Convention Booth,8,1,1,1,0,2,0,0.0,27,Window Shopper
HC-0969,Ingrid Rossi,2026-05-25,Influencer,6,3,1,0,0,0,0,0.0,35,Window Shopper
HC-0970,Morgan Larsen,2023-07-11,Organic Search,0,0,0,0,0,3,1,404.01,166,Lapsed Buyer
HC-0971,Lucia Barros,2026-04-11,Organic Search,10,1,10,3,3,4,0,0.0,1,Engaged Prospect
HC-0972,Sofia Torres,2026-07-07,Email Referral,0,1,2,2,0,0,0,0.0,5,New Signup
HC-0973,Jordan Kim,2026-07-21,Organic Search,5,0,0,0,0,2,0,0.0,7,New Signup
HC-0974,Rowan Nguyen,2026-04-20,Email Referral,9,2,3,0,0,1,0,0.0,15,Window Shopper
HC-0975,Quinn Okafor,2024-09-17,Paid Social,2,1,0,0,0,2,0,0.0,24,Window Shopper
HC-0976,Felix Nguyen,2026-07-11,Convention Booth,1,0,0,0,1,0,0,0.0,1,New Signup
HC-0977,Quinn Rossi,2026-03-30,Paid Social,13,6,7,6,1,7,0,0.0,3,Engaged Prospect
HC-0978,Casey Ito,2026-07-11,Direct,2,1,3,0,1,0,0,0.0,12,New Signup
HC-0979,Riley Barros,2026-04-28,Direct,12,5,11,4,3,5,0,0.0,6,Engaged Prospect
HC-0980,Victor Nguyen,2025-06-06,Organic Search,0,0,0,0,0,1,1,303.53,170,Lapsed Buyer
HC-0981,Skyler Mbeki,2026-05-09,Email Referral,4,2,3,0,0,0,0,0.0,21,Window Shopper
HC-0982,Casey Meyer,2023-08-28,Paid Social,2,0,0,0,0,0,2,565.77,234,Lapsed Buyer
HC-0983,Skyler Reyes,2026-07-04,Paid Social,4,2,4,0,0,1,0,0.0,0,New Signup
HC-0984,Reese Rossi,2025-02-03,Direct,17,5,7,2,1,13,11,5117.25,4,Whale Collector
HC-0985,Sam Silva,2026-07-17,Organic Search,0,1,1,0,0,3,0,0.0,1,New Signup
HC-0986,Rowan Torres,2025-03-04,Convention Booth,8,0,2,0,0,0,0,0.0,7,Window Shopper
HC-0987,Skyler Rossi,2025-06-05,Email Referral,10,0,2,0,0,0,0,0.0,4,Window Shopper
HC-0988,Diego Anders,2025-10-12,Email Referral,4,2,5,0,0,0,0,0.0,40,Window Shopper
HC-0989,Avery Novak,2025-02-01,Organic Search,17,3,15,8,1,2,17,10630.96,19,Whale Collector
HC-0990,Priya Silva,2026-05-06,Direct,9,6,7,3,1,4,0,0.0,1,Engaged Prospect
HC-0991,Naomi Ito,2024-01-21,Paid Social,0,0,0,0,0,3,3,910.68,211,Lapsed Buyer
HC-0992,Casey Lindqvist,2024-08-29,Paid Social,3,0,0,0,0,7,10,4742.21,49,At-Risk VIP
HC-0993,Devon Osei,2025-01-03,Organic Search,3,0,1,0,0,2,3,1095.65,301,Lapsed Buyer
HC-0994,Ingrid Chen,2026-07-07,Paid Social,0,1,3,0,0,0,0,0.0,0,New Signup
HC-0995,Morgan Kowalski,2026-07-18,Direct,4,2,4,1,0,1,0,0.0,5,New Signup
HC-0996,Sofia Ito,2026-07-27,Influencer,4,0,3,0,0,0,0,0.0,0,New Signup
HC-0997,Emerson Osei,2026-07-24,Paid Social,3,0,5,0,1,3,0,0.0,7,New Signup
HC-0998,Omar Tanaka,2026-05-06,Direct,13,4,10,2,2,1,0,0.0,8,Engaged Prospect
HC-0999,Alex Ito,2026-07-06,Direct,1,3,5,2,0,1,0,0.0,9,New Signup
HC-1000,Diego Lindqvist,2026-05-18,Organic Search,9,7,13,2,1,4,0,0.0,6,Engaged Prospect
